X,Y,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_t,parent_sta,stop_timez,wheelchair,icon_url
-79.988323,40.330636,"20808","20808",HORNING  RD + BROUGHTON RD,,40.330635999999998,-79.988322999999994,"01",,,,,"0",./0.png
-80.080877,40.503582,"1434","1434",OHIO RIVER BLVD + DICKSON,,40.503582000000002,-80.080877000000001,"01",,,,,"0",./0.png
-79.910663,40.455578,"20016","20016",FIFTH AVE + MCPHERSON ST,,40.455578000000003,-79.910663000000000,"01",,,,,"0",./0.png
-79.936226,40.464718,"9175","9175",PENN AVE + AIKEN,,40.464717999999998,-79.936226000000005,"01",,,,,"0",./0.png
-79.786057,40.358595,"11130","11130",JACKS RUN RD + MCKEESPORT SPORTSMENS ASSOC,,40.358595000000001,-79.786057000000000,"01",,,,,"0",./0.png
-79.845342,40.331945,"10378","10378",WALNUT ST + #2906,,40.331944999999997,-79.845342000000002,"01",,,,,"0",./0.png
-80.060649,40.369265,"6582","6582",CEDAR BLVD + #1163,,40.369264999999999,-80.060648999999998,"01",,,,,"0",./0.png
-80.023019,40.448389,"18286","18286",CASINO CR + NORTH POINT FS (BUS BAY),,40.448388999999999,-80.023019000000005,"01",,,,,"0",./0.png
-79.957543,40.449137,"8892","8892",CENTRE AVE + BRYN MAWR,,40.449137000000000,-79.957543000000001,"01",,,,,"0",./0.png
-80.027202,40.439023,"6775","6775",GREENLEAF ST + FINGAL,,40.439022999999999,-80.027202000000003,"01",,,,,"0",./0.png
-79.918946,40.477098,"3281","3281",EUCLID AVE + CALLOW HILL FS,,40.477097999999998,-79.918946000000005,"01",,,,,"0",./0.png
-79.877237,40.381288,"11705","11705",HOMEVILLE RD + CASTLE #2,,40.381287999999998,-79.877236999999994,"01",,,,,"0",./0.png
-79.83479,40.467406,"19788","19788",FRANKSTOWN RD + HIGHPOINT DR,,40.467405999999997,-79.834789999999998,"01",,,,,"0",./0.png
-80.105911,40.353131,"6452","6452",BANK ST + ELIZABETH,,40.353130999999998,-80.105911000000006,"01",,,,,"0",./0.png
-80.013306,40.462475,"881","881",PERRYSVILLE AVE + LANGLEY,,40.462474999999998,-80.013306000000000,"01",,,,,"0",./0.png
-79.791016,40.475044,"14752","14752",SALTSBURG RD + COLONIAL VILLAGE DR,,40.475043999999997,-79.791015999999999,"01",,,,,"0",./0.png
-79.94721,40.453387,"8197","8197",CENTRE AVE + MILLVALE,,40.453386999999999,-79.947209999999998,"01",,,,,"0",./0.png
-79.867918,40.361812,"11695","11695",PENNSYLVANIA AVE + CONLIN,,40.361812000000000,-79.867918000000003,"01",,,,,"0",./0.png
-79.994447,40.455497,"2751","2751",TROY HILL RD + CHESTNUT,,40.455497000000001,-79.994446999999994,"01",,,,,"0",./0.png
-79.83972,40.355417,"20558","20558",BOWMAN AVE + JARVIS ST,,40.355417000000003,-79.839720000000000,"01",,,,,"0",./0.png
-80.060755,40.442071,"5090","5090",STEUBEN ST + CUMBERLAND,,40.442070999999999,-80.060755000000000,"01",,,,,"0",./0.png
-80.041033,40.423579,"5551","5551",PARKWAY CTR DR SOUTH + BUILDING #7,,40.423578999999997,-80.041032999999999,"01",,,,,"0",./0.png
-79.913493,40.354732,"12026","12026",BUTTERMILK HOLLOW RD + #5055,,40.354731999999998,-79.913493000000003,"01",,,,,"0",./0.png
-79.94766,40.456085,"2628","2628",MILLVALE AVE + MOREWOOD,,40.456085000000002,-79.947659999999999,"01",,,,,"0",./0.png
-79.867557,40.402484,"7293","7293",BRADDOCK AVE + 7TH,,40.402484000000001,-79.867557000000005,"01",,,,,"0",./0.png
-80.007572,40.496047,"2798","2798",IVORY AVE + EVERGREEN,,40.496046999999997,-80.007571999999996,"01",,,,,"0",./0.png
-79.975557,40.369195,"9368","9368",BROWNSVILLE RD + KAUFMANN AVE,,40.369194999999998,-79.975556999999995,"01",,,,,"0",./0.png
-79.943062,40.406173,"12182","12182",SECOND AVE + JOHNSTON,,40.406173000000003,-79.943061999999998,"01",,,,,"0",./0.png
-79.897035,40.455404,"8379","8379",HOMEWOOD AVE + KELLY,,40.455404000000001,-79.897035000000002,"01",,,,,"0",./0.png
-79.880738,40.439402,"7079","7079",COAL ST + FRANKLIN,,40.439402000000001,-79.880737999999994,"01",,,,,"0",./0.png
-79.835632,40.399809,"7031","7031",LINDEN AVE + CABLE,,40.399808999999998,-79.835632000000004,"01",,,,,"0",./0.png
-80.058398,40.372711,"19271","19271",CEDAR BLVD + #1046,,40.372711000000002,-80.058397999999997,"01",,,,,"0",./0.png
-79.895012,40.439354,"7134","7134",FORBES AVE + PEEBLES,,40.439354000000002,-79.895011999999994,"01",,,,,"0",./0.png
-79.864565,40.348921,"18197","18197",WALNUT ST + 7TH  FS,,40.348920999999997,-79.864564999999999,"01",,,,,"0",./0.png
-79.886398,40.427403,"7376","7376",EDGEWOOD TOWNE CENTRE + DOLLAR TREE,,40.427402999999998,-79.886398000000000,"01",,,,,"0",./0.png
-79.842739,40.506726,"19435","19435",ALLEGHENY RIVER BLVD + CENTER FS,,40.506726000000000,-79.842738999999995,"01",,,,,"0",./0.png
-80.103676,40.512184,"1441","1441",OHIO RIVER BLVD + HAZELWOOD,,40.512183999999998,-80.103675999999993,"01",,,,,"0",./0.png
-79.943942,40.425299,"12130","12130",GREENFIELD AVE + KEARCHER,,40.425299000000003,-79.943942000000007,"01",,,,,"0",./0.png
-79.872838,40.414304,"17313","17313",WOODSTOCK AVE +2690,,40.414304000000001,-79.872838000000002,"01",,,,,"0",./0.png
-79.8989,40.464776,"8867","8867",LINCOLN AVE + APPLE,,40.464776000000001,-79.898899999999998,"01",,,,,"0",./0.png
-79.920397,40.452006,"16427","16427",SHADY AVE + 5TH,,40.452005999999997,-79.920396999999994,"01",,,,,"0",./0.png
-79.992033,40.487644,"2713","2713",MT TROY RD + MT TROY FLORAL (#3467),,40.487644000000003,-79.992033000000006,"01",,,,,"0",./0.png
-79.997592,40.421583,"21447","21447",WARRINGTON AVE + BELTZHOOVER AVE,,40.421582999999998,-79.997591999999997,"01",,,,,"0",./0.png
-80.069099,40.391972,"5881","5881",GREENTREE RD + # 2080,,40.391972000000003,-80.069098999999994,"01",,,,,"0",./0.png
-80.020375,40.498325,"573","573",PERRY HWY + IVORY,,40.498325000000001,-80.020375000000001,"01",,,,,"0",./0.png
-79.972288,40.542723,"2455","2455",MT ROYAL BLVD + ROYALCOURT,,40.542723000000002,-79.972288000000006,"01",,,,,"0",./0.png
-80.072517,40.503205,"1260","1260",CALIFORNIA AVE + FISK,,40.503205000000001,-80.072517000000005,"01",,,,,"0",./0.png
-80.069091,40.458416,"4123","4123",CHARTIERS AVE + OLTMAN,,40.458416000000000,-80.069091000000000,"01",,,,,"0",./0.png
-79.818588,40.540985,"12687","12687",FREEPORT RD + MULLIGANS,,40.540984999999999,-79.818588000000005,"01",,,,,"0",./0.png
-79.92516,40.45707,"3265","3265",HIGHLAND AVE + ALDER,,40.457070000000002,-79.925160000000005,"01",,,,,"0",./0.png
-79.867054,40.45402,"8943","8943",WILNER DR + BRACEY,,40.454020000000000,-79.867053999999996,"01",,,,,"0",./0.png
-79.932941,40.470642,"9224","9224",BLACK ST + AIKEN,,40.470641999999998,-79.932941000000000,"01",,,,,"0",./0.png
-80.06166,40.426431,"5524","5524",NOBLESTOWN RD + HOLIDAY DR,,40.426431000000001,-80.061660000000003,"01",,,,,"0",./0.png
-79.87391,40.445206,"7713","7713",MONTIER ST + #1438,,40.445205999999999,-79.873909999999995,"01",,,,,"0",./0.png
-79.822212,40.388359,"21242","21242",GREENSBURG PIKE + PATRICIA LN,,40.388359000000001,-79.822211999999993,"01",,,,,"0",./0.png
-79.887263,40.441851,"19871","19871",PENNWOOD AVE + FRANKILN,,40.441851000000000,-79.887263000000004,"01",,,,,"0",./0.png
-79.93611,40.419359,"12240","12240",BIGELOW ST + TESLA,,40.419359000000000,-79.936109999999999,"01",,,,,"0",./0.png
-79.996328,40.57234,"465","465",SAMPLE RD + #1848,,40.572339999999997,-79.996328000000005,"01",,,,,"0",./0.png
-79.862436,40.404795,"21635","19503",BALDRIDGE AVE + MIDDLE ST,,40.404795000000000,-79.862436000000002,"01",,,,,"0",./0.png
-79.985351,40.32068,"18864","18864",ZUPANCIC DR + BROGLIE,,40.320680000000003,-79.985350999999994,"01",,,,,"0",./0.png
-79.869163,40.403771,"7469","7469",BRADDOCK AVE + COREY,,40.403770999999999,-79.869163000000000,"01",,,,,"0",./0.png
-79.982168,40.464845,"20183","20183",LEY ST + FROMAN,,40.464844999999997,-79.982168000000001,"01",,,,,"0",./0.png
-79.897653,40.473733,"8418","8418",WILTSIE RD + #6903,,40.473733000000003,-79.897653000000005,"01",,,,,"0",./0.png
-79.858684,40.36212,"11980","11980",PENNSYLVANIA AVE + MELLON,,40.362119999999997,-79.858683999999997,"01",,,,,"0",./0.png
-80.025693,40.513314,"925","925",CENTER AVE + FRANKFORT AVE,,40.513314000000001,-80.025693000000004,"01",,,,,"0",./0.png
-80.08562,40.48002,"3493","3493",MCCOY RD + LENORE,,40.480020000000003,-80.085620000000006,"01",,,,,"0",./0.png
-79.906082,40.450745,"7692","7692",PENN AVE +  MURTLAND,,40.450744999999998,-79.906081999999998,"01",,,,,"0",./0.png
-80.047678,40.489931,"1624","1624",LINCOLN AVE + KESWICK AVE,,40.489930999999999,-80.047678000000005,"01",,,,,"0",./0.png
-79.953405,40.466021,"9183","9183",PENN AVE + 44TH (CHILDRENS HOSPITAL),,40.466020999999998,-79.953405000000004,"01",,,,,"0",./0.png
-79.741848,40.609611,"13326","13326",9TH ST + MORGAN,,40.609611000000001,-79.741848000000005,"01",,,,,"0",./0.png
-79.730328,40.431966,"15601","15601",WM PENN HWY + JADENS II,,40.431966000000003,-79.730328000000000,"01",,,,,"0",./0.png
-80.00226,40.552144,"1068","1068",LAURELWOOD DR + FENWICK,,40.552143999999998,-80.002260000000007,"01",,,,,"0",./0.png
-80.161725,40.52842,"1370","1370",BEAVER ST + SYCAMORE,,40.528419999999997,-80.161725000000004,"01",,,,,"0",./0.png
-80.031616,40.476352,"1608","1608",BRIGHTON RD + WOODS RUN,,40.476351999999999,-80.031616000000000,"01",,,,,"0",./0.png
-79.948893,40.444327,"7115","7115",FORBES AVE + CRAIG ST,,40.444327000000001,-79.948892999999998,"01",,,,,"0",./0.png
-79.910707,40.406968,"17518","17518",AMITY ST + 8TH,,40.406967999999999,-79.910707000000002,"01",,,,,"0",./0.png
-79.845792,40.345531,"10583","10583",VERSAILLES AVE + MAPLE,,40.345531000000001,-79.845792000000003,"01",,,,,"0",./0.png
-80.000735,40.444445,"213","213",7TH ST + FT DUQUESNE BLVD,,40.444445000000002,-80.000735000000006,"01",,,,,"0",./0.png
-80.052453,40.442955,"4256","4256",STEUBEN ST + OBEY,,40.442954999999998,-80.052453000000000,"01",,,,,"0",./0.png
-80.138807,40.459423,"3596","3596",SILVER LANE + DIANA,,40.459423000000001,-80.138807000000000,"01",,,,,"0",./0.png
-79.790912,40.47503,"14792","14792",SALTSBURG RD + COLONIAL VILLAGE DR,,40.475029999999997,-79.790912000000006,"01",,,,,"0",./0.png
-79.804234,40.513741,"15150","15150",HULTON RD + HULTON ARBORS,,40.513741000000003,-79.804233999999994,"01",,,,,"0",./0.png
-79.976442,40.387752,"21572","21572",SPENCER AVE + BEAU ST,,40.387751999999999,-79.976442000000006,"01",,,,,"0",./0.png
-79.932084,40.457802,"8789","8789",CENTRE AVE + #5743,,40.457802000000001,-79.932084000000003,"01",,,,,"0",./0.png
-79.937652,40.338381,"10131","10131",HWY RT 885 + HUSTON,,40.338380999999998,-79.937652000000000,"01",,,,,"0",./0.png
-79.995478,40.470079,"2813","2813",SOUTH SIDE AVE + MATHIAS,,40.470078999999998,-79.995478000000006,"01",,,,,"0",./0.png
-80.176889,40.523403,"2371","2371",4TH AVE OPP THORN RUN RD  - THORN RUN PARK AND RIDE,,40.523403000000002,-80.176889000000003,"01",,,,,"0",./0.png
-79.912366,40.37222,"11056","11056",INTERBORO AVE + LEASIDE,,40.372219999999999,-79.912366000000006,"01",,,,,"0",./0.png
-80.094251,40.381698,"19716","19716",WASHINGTON PIKE OPP THOMS RUN RD - WOODVILLE PNR,,40.381698000000000,-80.094251000000000,"01",,,,,"0",./0.png
-79.891199,40.445789,"18536","18536",PENN AVE + TRENTON FS,,40.445788999999998,-79.891199000000000,"01",,,,,"0",./0.png
-79.957995,40.453388,"9057","9057",ADELAIDE ST + CAMP,,40.453387999999997,-79.957994999999997,"01",,,,,"0",./0.png
-80.005647,40.459227,"984","984",HENDERSON ST + SANDUSKY CT,,40.459226999999998,-80.005646999999996,"01",,,,,"0",./0.png
-80.054313,40.357037,"17028","17028",GILKESON RD + #187,,40.357036999999998,-80.054312999999993,"01",,,,,"0",./0.png
-79.932404,40.46056,"8207","8207",NEGLEY AVE + FRIENDSHIP AVE,,40.460560000000001,-79.932404000000005,"01",,,,,"0",./0.png
-80.040802,40.478956,"19855","19855",CALIFORNIA AVE + FAIRLEE ST FS,,40.478955999999997,-80.040801999999999,"01",,,,,"0",./0.png
-80.011206,40.466451,"886","886",PERRYSVILLE AVE + KOERNER,,40.466450999999999,-80.011206000000001,"01",,,,,"0",./0.png
-79.845792,40.332328,"10261","10261",WALNUT ST + 29TH FS,,40.332327999999997,-79.845792000000003,"01",,,,,"0",./0.png
-80.022722,40.398101,"6110","6110",PIONEER AVE + ROSSMORE,,40.398100999999997,-80.022722000000002,"01",,,,,"0",./0.png
-79.972393,40.546607,"3335","3335",MT ROYAL BLVD + EADE,,40.546607000000002,-79.972392999999997,"01",,,,,"0",./0.png
-79.958805,40.452088,"16839","16839",CAMP ST + BRYN MAWR,,40.452088000000003,-79.958804999999998,"01",,,,,"0",./0.png
-79.98722,40.444521,"8714","8714",BEDFORD AVE + MERCER,,40.444521000000002,-79.987219999999994,"01",,,,,"0",./0.png
-79.905896,40.463186,"16551","16551",WASHINGTON BLVD + CYPHERS COMPANY,,40.463186000000000,-79.905895999999998,"01",,,,,"0",./0.png
-79.755702,40.602566,"12635","12635",E 7TH AVE + WOOD,,40.602566000000003,-79.755701999999999,"01",,,,,"0",./0.png
-79.85244,40.409817,"7419","7419",PRIVATE DR + BRINTON TOWERS,,40.409816999999997,-79.852440000000001,"01",,,,,"0",./0.png
-79.903528,40.352298,"11011","11011",LEBANON CHURCH RD + #4513,,40.352297999999998,-79.903527999999994,"01",,,,,"0",./0.png
-80.013531,40.431719,"20203","20203",VIRGINIA AVE + MERRIMAC,,40.431719000000001,-80.013531000000000,"01",,,,,"0",./0.png
-79.987555,40.561237,"3379","3379",FERGUSON RD + LAMMERTON,,40.561236999999998,-79.987555000000000,"01",,,,,"0",./0.png
-79.990181,40.528952,"1050","1050",THOMPSON RUN RD + SIEBERT,,40.528951999999997,-79.990181000000007,"01",,,,,"0",./0.png
-79.8154,40.399457,"7835","7835",AIRBRAKE AVE + 2ND,,40.399456999999998,-79.815399999999997,"01",,,,,"0",./0.png
-79.950298,40.477688,"21961","9318",STANTON AVE + 52ND ST,,40.477688000000001,-79.950298000000004,"01",,,,,"0",./0.png
-79.99213,40.428668,"4821","4821",E CARSON ST + 7TH ST,,40.428668000000002,-79.992130000000003,"01",,,,,"0",./0.png
-80.083673,40.407432,"5286","5286",WASHINGTON AVE + ACADEMY,,40.407432000000000,-80.083673000000005,"01",,,,,"0",./0.png
-80.083171,40.402797,"22891","22745",WASHINGTON AVE AT KNOX AVE,,40.402797000000000,-80.083170999999993,"01",,,,,"0",./0.png
-79.926529,40.494494,"12771","12771",MAIN ST + 15TH ST,,40.494494000000003,-79.926529000000002,"01",,,,,"0",./0.png
-79.955418,40.383455,"21580","21580",CHURCHVIEW AVE + JOHN ROMANUS DR FS,,40.383454999999998,-79.955417999999995,"01",,,,,"0",./0.png
-79.911476,40.459618,"9131","9131",FRANKSTOWN AVE + JULIUS ST,,40.459617999999999,-79.911475999999993,"01",,,,,"0",./0.png
-79.888723,40.495047,"20768","20768",AMBULATORY CARE CENTER DR + BLDG #51,,40.495047000000000,-79.888722999999999,"01",,,,,"0",./0.png
-79.832993,40.464108,"19145","19145",LONG RD + CLEMATIS,,40.464108000000003,-79.832993000000002,"01",,,,,"0",./0.png
-79.991429,40.463652,"2846","2846",RHINE ST + YETTA,,40.463652000000003,-79.991428999999997,"01",,,,,"0",./0.png
-80.007163,40.525518,"21348","1297",NORTH HILLS VILLAGE + BURLINGTON,,40.525517999999998,-80.007163000000006,"01",,,,,"0",./0.png
-80.031797,40.476618,"1534","1534",BRIGHTON RD + WOODS RUN,,40.476618000000002,-80.031796999999997,"01",,,,,"0",./0.png
-79.842911,40.363978,"10994","10994",DUQUESNE BLVD + CENTER,,40.363978000000003,-79.842911000000001,"01",,,,,"0",./0.png
-79.719682,40.429104,"18624","18624",HWY RT 286 + ALPINE,,40.429104000000002,-79.719682000000006,"01",,,,,"0",./0.png
-80.088316,40.400288,"3902","3902",CAROTHERS AVE + HILL,,40.400288000000003,-80.088316000000006,"01",,,,,"0",./0.png
-79.874152,40.455514,"22006","8951",PARK HILL DR + #2350,,40.455514000000001,-79.874151999999995,"01",,,,,"0",./0.png
-79.990189,40.538902,"1110","1110",THOMPSON RUN RD + SANGREE,,40.538902000000000,-79.990189000000001,"01",,,,,"0",./0.png
-80.080237,40.492623,"22683","22559",NEVILLE RD AT #200,,40.492623000000002,-80.080236999999997,"01",,,,,"0",./0.png
-79.988876,40.524117,"1118","1118",THOMPSON RUN RD + SUNNYHILL,,40.524116999999997,-79.988876000000005,"01",,,,,"0",./0.png
-79.926689,40.425358,"20419","20419",BEECHWOOD BLVD + MONITOR,,40.425358000000003,-79.926688999999996,"01",,,,,"0",./0.png
-79.896196,40.468895,"8423","8423",LEMINGTON AVE + LINCOLN,,40.468895000000003,-79.896196000000003,"01",,,,,"0",./0.png
-79.886641,40.452113,"8335","8335",HAMILTON AVE + MULFORD,,40.452112999999997,-79.886640999999997,"01",,,,,"0",./0.png
-79.949477,40.447868,"2571","2571",CRAIG ST + PARK PLAZA,,40.447868000000000,-79.949477000000002,"01",,,,,"0",./0.png
-80.126389,40.46888,"3698","3698",CLEVER RD + FIELDCLUB,,40.468879999999999,-80.126389000000003,"01",,,,,"0",./0.png
-79.983485,40.473092,"2725","2725",MT TROY RD + ALFRED,,40.473092000000001,-79.983485000000002,"01",,,,,"0",./0.png
-80.082218,40.448575,"17503","17503",BROADHEAD-FORDING RD + W PROSPECT,,40.448574999999998,-80.082217999999997,"01",,,,,"0",./0.png
-79.868105,40.469971,"8831","8831",MARK DR + #7915,,40.469971000000001,-79.868105000000000,"01",,,,,"0",./0.png
-79.997671,40.370395,"6901","6901",WEYMAN RD + MCROBERTS,,40.370395000000002,-79.997670999999997,"01",,,,,"0",./0.png
-79.803323,40.421877,"8139","8139",JAMES ST + QUEEN,,40.421877000000002,-79.803323000000006,"01",,,,,"0",./0.png
-79.939286,40.456668,"19092","19092",BAUM BLVD + LIBERTY FS,,40.456668000000001,-79.939285999999996,"01",,,,,"0",./0.png
-79.980438,40.359533,"9554","9554",PROSPECT RD + STILLEY FS,,40.359532999999999,-79.980438000000007,"01",,,,,"0",./0.png
-80.038686,40.473928,"1933","1933",CALIFORNIA AVE + #3228,,40.473928000000001,-80.038685999999998,"01",,,,,"0",./0.png
-80.004952,40.566962,"704","704",DUNCAN AVE + ALLEGHENY MEMORIAL PARK,,40.566961999999997,-80.004952000000003,"01",,,,,"0",./0.png
-80.02888,40.457423,"1705","1705",COLUMBUS AVE + CHATEAU FS,,40.457422999999999,-80.028880000000001,"01",,,,,"0",./0.png
-79.884047,40.305475,"20606","20606",STATE ST + MONTOUR TRAIL,,40.305475000000001,-79.884046999999995,"01",,,,,"0",./0.png
-79.974662,40.456319,"22623","2161",28TH ST AT LIBERTY AVE,,40.456319000000001,-79.974661999999995,"01",,,,,"0",./0.png
-79.980277,40.443735,"8671","8671",CENTRE AVE + DEVILLIERS,,40.443734999999997,-79.980277000000001,"01",,,,,"0",./0.png
-79.992714,40.444645,"2171","2171",LIBERTY AVE + 11TH ST FS (AMTRAK),,40.444645000000001,-79.992714000000007,"01",,,,,"0",./0.png
-79.916852,40.372058,"12154","12154",MIFFLIN RD + GLENHURST,,40.372058000000003,-79.916852000000006,"01",,,,,"0",./0.png
-80.019387,40.447641,"19884","19884",ALLEGHENY STATION BAY 2,,40.447640999999997,-80.019386999999995,"01",,,,,"0",./0.png
-79.978073,40.454586,"2593","2593",26TH ST + PENN AVE FS (SPRING WAY),,40.454585999999999,-79.978072999999995,"01",,,,,"0",./0.png
-79.929833,40.421882,"19906","19906",GREENFIELD AVE + LORETTA,,40.421881999999997,-79.929833000000002,"01",,,,,"0",./0.png
-80.053572,40.384864,"6284","6284",BOWER HILL RD + COCHRAN RD,,40.384864000000000,-80.053572000000003,"01",,,,,"0",./0.png
-80.013647,40.418807,"6717","6717",SOUTHERN AVE + MINSINGER,,40.418807000000001,-80.013647000000006,"01",,,,,"0",./0.png
-80.015308,40.559005,"21384","416",PEEBLES RD + BINGAY DR,,40.559004999999999,-80.015308000000005,"01",,,,,"0",./0.png
-79.920585,40.452962,"8311","8311",FIFTH AVE + SHADY,,40.452961999999999,-79.920585000000003,"01",,,,,"0",./0.png
-80.032318,40.458706,"1739","1739",METROPOLITAN ST + BRANCHPORT,,40.458705999999999,-80.032318000000004,"01",,,,,"0",./0.png
-79.924161,40.452311,"19420","19420",HIGHLAND AVE + 5TH FS,,40.452311000000002,-79.924160999999998,"01",,,,,"0",./0.png
-79.987362,40.415548,"2663","2663",BROWNSVILLE RD + GOLDBACH WAY,,40.415548000000001,-79.987362000000005,"01",,,,,"0",./0.png
-79.897008,40.455679,"8466","8466",HOMEWOOD AVE + KELLY,,40.455679000000003,-79.897008000000000,"01",,,,,"0",./0.png
-79.897999,40.488036,"3204","3204",FREEPORT RD + DELAFIELD AVE FS,,40.488036000000001,-79.897998999999999,"01",,,,,"0",./0.png
-80.010143,40.422517,"6739","6739",BOGGS AVE + PAUL,,40.422516999999999,-80.010142999999999,"01",,,,,"0",./0.png
-79.999685,40.477118,"1777","1777",MT PLEASANT RD + PENFORT,,40.477117999999997,-79.999684999999999,"01",,,,,"0",./0.png
-79.864952,40.350626,"18196","18196",WALNUT ST + 5TH  FS,,40.350625999999998,-79.864952000000002,"01",,,,,"0",./0.png
-80.076426,40.372632,"6422","6422",BOWER HILL RD + CLEMSON,,40.372632000000003,-80.076425999999998,"01",,,,,"0",./0.png
-79.837048,40.466912,"19057","19057",FRANKSTOWN RD + WILSON NS,,40.466912000000001,-79.837047999999996,"01",,,,,"0",./0.png
-80.217834,40.519619,"22791","22648",UNIVERSITY BLVD + ROBERT MORRIS,,40.519618999999999,-80.217833999999996,"01",,,,,"0",./0.png
-79.992393,40.489475,"2783","2783",MT TROY RD + KLEMENTINA,,40.489474999999999,-79.992393000000007,"01",,,,,"0",./0.png
-80.035805,40.469414,"1936","1936",CALIFORNIA AVE + BOSTON ST,,40.469414000000000,-80.035804999999996,"01",,,,,"0",./0.png
-80.043253,40.478927,"18288","18288",OHIO RIVER BLVD + MCKEES ROCKS BRIDGE,,40.478926999999999,-80.043253000000007,"01",,,,,"0",./0.png
-80.083752,40.4076,"5321","5321",WASHINGTON AVE + ACADEMY,,40.407600000000002,-80.083752000000004,"01",,,,,"0",./0.png
-79.86924,40.475781,"8838","8838",CHASKE ST + CROSS,,40.475780999999998,-79.869240000000005,"01",,,,,"0",./0.png
-79.740358,40.609964,"13474","13474",9TH ST + PENN FS,,40.609963999999998,-79.740358000000001,"01",,,,,"0",./0.png
-79.972645,40.39368,"21586","21586",CUSTER AVE + MARY ST,,40.393680000000003,-79.972645000000000,"01",,,,,"0",./0.png
-79.79879,40.432919,"7591","7591",WM PENN HWY + KOHLS DRVWY,,40.432918999999998,-79.798789999999997,"01",,,,,"0",./0.png
-79.958451,40.465577,"18152","18152",40TH + GOVERNMENT WAY STEPS,,40.465577000000003,-79.958450999999997,"01",,,,,"0",./0.png
-79.713245,40.44205,"13631","13631",HWY RT 286 + WESTINGHOUSE #2,,40.442050000000002,-79.713245000000001,"01",,,,,"0",./0.png
-79.983675,40.413437,"21667","11586",ST JOSEPH ST + #184,,40.413437000000002,-79.983675000000005,"01",,,,,"0",./0.png
-79.915207,40.453713,"8310","8310",FIFTH AVE + BEECHWOOD,,40.453713000000000,-79.915206999999995,"01",,,,,"0",./0.png
-79.935417,40.440376,"7101","7101",FORBES AVE + PLAINFIELD,,40.440376000000001,-79.935417000000001,"01",,,,,"0",./0.png
-79.872644,40.414302,"7055","7055",WOODSTOCK AVE + #2695,,40.414301999999999,-79.872643999999994,"01",,,,,"0",./0.png
-79.998841,40.430079,"4825","4825",E CARSON ST + 2ND ST,,40.430078999999999,-79.998840999999999,"01",,,,,"0",./0.png
-79.953264,40.481755,"9262","9262",BUTLER ST + MCCANDLESS AVE,,40.481755000000000,-79.953264000000004,"01",,,,,"0",./0.png
-80.040743,40.444018,"4109","4109",CHARTIERS AVE + LORENZ,,40.444018000000000,-80.040743000000006,"01",,,,,"0",./0.png
-79.917918,40.444284,"7684","7684",WILKINS AVE + BEECHWOOD,,40.444284000000003,-79.917918000000000,"01",,,,,"0",./0.png
-80.053927,40.470385,"3572","3572",RIVER AVE + RAILROAD UNDERPASS,,40.470385000000000,-80.053927000000002,"01",,,,,"0",./0.png
-79.788258,40.476727,"19804","19804",SALTSBURG RD + ALCOMA PARK PLAZA,,40.476726999999997,-79.788257999999999,"01",,,,,"0",./0.png
